6CNTZ,6CNTR,6WN,9WN,9CNTZ,9CNTR
264.0,231.0,25.15,17.16,185.0,272.0
198.0,247.0,28.0,20.23,212.0,249.0
287.0,212.0,31.07,23.07,260.0,223.0
176.0,267.0,32.7,26.32,271.0,229.0
183.0,255.0,34.31,30.23,174.0,302.0
207.0,303.0,36.55,30.67,267.0,292.0
249.0,266.0,39.11,35.06,91.0,236.0
155.0,226.0,41.48,36.82,301.0,266.0
250.0,234.0,42.66,39.2,120.0,192.0
165.0,209.0,48.67,42.26,211.0,320.0
281.0,241.0,50.83,45.87,298.0,263.0
271.0,192.0,53.6,48.4,169.0,293.0
150.0,201.0,57.42,48.97,143.0,225.0
111.0,140.0,60.15,51.06,97.0,188.0
238.0,166.0,65.09,55.06,279.0,238.0
290.0,188.0,66.69,61.22,239.0,202.0
301.0,286.0,75.56,69.45,210.0,206.0
199.0,164.0,77.16,69.62,243.0,212.0
244.0,217.0,85.3,74.42,284.0,235.0
148.0,173.0,88.27,76.18,198.0,121.0
177.0,171.0,93.44,81.36,140.0,177.0
203.0,147.0,96.99,85.49,266.0,245.0
247.0,249.0,100.7,91.05,132.0,344.0
300.0,257.0,108.42,97.1,321.0,233.0
143.0,319.0,113.72,100.14,130.0,97.0
253.0,211.0,114.88,105.62,202.0,271.0
221.0,116.0,121.01,107.91,165.0,266.0
162.0,56.0,122.66,108.5,52.0,165.0
77.0,122.0,124.94,112.17,124.0,119.0
215.0,125.0,126.42,119.01,182.0,309.0
175.0,321.0,129.42,121.45,224.0,238.0
231.0,255.0,134.01,128.08,243.0,175.0
244.0,181.0,137.75,135.5,102.0,156.0
132.0,149.0,143.36,138.2,219.0,220.0
278.0,176.0,148.55,143.43,157.0,250.0
151.0,129.0,150.86,145.25,79.0,144.0
275.0,120.0,153.75,156.61,197.0,172.0
236.0,307.0,154.87,158.51,143.0,126.0
202.0,282.0,161.44,162.91,226.0,81.0
294.0,169.0,166.38,169.63,314.0,185.0
237.0,178.0,181.18,171.74,238.0,70.0
325.0,246.0,182.84,189.91,347.0,293.0
226.0,218.0,191.5,193.27,75.0,57.0
177.0,208.0,194.15,197.48,297.0,179.0
191.0,213.0,204.21,199.16,42.0,130.0
223.0,160.0,212.58,213.96,312.0,163.0
99.0,212.0,222.28,230.75,308.0,207.0
297.0,126.0,226.75,239.99,170.0,336.0
234.0,182.0,232.67,246.59,289.0,257.0
263.0,241.0,239.64,248.19,324.0,306.0
297.0,182.0,240.16,254.17,154.0,201.0
128.0,343.0,248.61,257.65,187.0,217.0
95.0,136.0,254.0,259.03,103.0,360.0
126.0,361.0,262.83,262.98,272.0,225.0
290.0,202.0,266.0,264.77,209.0,273.0
226.0,174.0,267.44,268.67,195.0,164.0
311.0,107.0,278.07,272.23,81.0,384.0
263.0,150.0,282.41,273.36,18.0,141.0
158.0,145.0,289.58,275.52,74.0,130.0
91.0,224.0,296.52,280.66,364.0,338.0
209.0,227.0,300.77,281.61,291.0,160.0
337.0,354.0,303.45,291.0,282.0,136.0
168.0,230.0,308.65,297.75,117.0,382.0
321.0,305.0,309.76,299.44,340.0,324.0
319.0,282.0,313.02,313.81,54.0,154.0
254.0,91.0,323.07,318.29,359.0,340.0
350.0,293.0,335.27,325.91,191.0,234.0
169.0,216.0,345.36,332.18,228.0,204.0
242.0,230.0,354.54,336.88,293.0,275.0
353.0,356.0,357.54,343.74,315.0,260.0
127.0,112.0,367.79,352.83,292.0,282.0
382.0,350.0,375.16,357.89,317.0,257.0
323.0,159.0,381.15,361.52,111.0,90.0
138.0,110.0,382.14,373.05,328.0,279.0
343.0,290.0,386.81,380.9,361.0,332.0
330.0,162.0,388.72,400.56,257.0,304.0
82.0,394.0,394.55,415.55,322.0,198.0
173.0,276.0,410.15,419.46,314.0,112.0
379.0,364.0,414.44,427.67,328.0,262.0
340.0,179.0,419.04,434.25,286.0,197.0
276.0,96.0,424.55,440.29,221.0,314.0
140.0,136.0,426.47,442.1,309.0,185.0
340.0,240.0,446.27,446.67,356.0,324.0
380.0,348.0,454.64,451.92,281.0,180.0
353.0,300.0,469.83,456.24,41.0,228.0
314.0,170.0,477.41,457.42,333.0,302.0
347.0,295.0,482.6,458.35,319.0,215.0
223.0,168.0,491.7,489.08,341.0,245.0
293.0,99.0,493.37,493.36,56.0,54.0
150.0,271.0,498.63,512.04,291.0,269.0
285.0,76.0,507.97,522.22,337.0,277.0
129.0,91.0,511.1,543.71,199.0,322.0
147.0,176.0,532.68,555.2,185.0,313.0
34.0,151.0,552.45,559.23,59.0,11.0
373.0,309.0,553.33,569.11,371.0,290.0
334.0,33.0,571.39,581.26,342.0,217.0
74.0,261.0,583.85,582.85,363.0,311.0
317.0,41.0,591.05,589.03,65.0,22.0
228.0,52.0,596.51,593.14,225.0,258.0
360.0,219.0,602.62,624.7,326.0,85.0
329.0,184.0,637.15,652.24,350.0,102.0
384.0,375.0,647.35,675.05,382.0,355.0
338.0,6.0,665.6,688.38,343.0,45.0
123.0,237.0,708.15,702.86,353.0,119.0
333.0,158.0,709.31,722.29,115.0,368.0
305.0,187.0,720.11,726.09,38.0,53.0
135.0,223.0,724.2,727.1,152.0,44.0
23.0,44.0,724.73,730.19,262.0,148.0
