5CNTZ,5CNTR,5WN,8WN,8CNTZ,8CNTR
225.0,206.0,24.82,23.75,97.0,329.0
265.0,232.0,26.8,24.4,134.0,287.0
165.0,225.0,33.26,26.13,108.0,283.0
200.0,186.0,35.73,28.62,276.0,240.0
95.0,347.0,41.34,33.52,254.0,167.0
283.0,159.0,41.96,36.44,279.0,194.0
237.0,204.0,45.99,38.11,173.0,220.0
207.0,116.0,47.52,41.82,149.0,245.0
185.0,214.0,48.89,46.17,304.0,188.0
123.0,272.0,52.51,46.97,145.0,205.0
208.0,147.0,54.31,50.7,270.0,296.0
130.0,121.0,57.79,56.93,114.0,212.0
211.0,208.0,61.05,59.65,235.0,241.0
249.0,145.0,61.58,64.18,312.0,96.0
250.0,217.0,65.5,67.88,296.0,147.0
155.0,167.0,67.77,68.71,321.0,228.0
258.0,112.0,71.98,76.51,299.0,185.0
269.0,199.0,79.25,80.73,102.0,270.0
219.0,282.0,82.23,86.52,231.0,224.0
84.0,306.0,84.4,88.51,162.0,234.0
94.0,264.0,87.62,89.63,202.0,147.0
259.0,134.0,91.03,94.12,0.0,0.0
152.0,120.0,92.21,98.73,265.0,93.0
112.0,190.0,93.78,100.8,250.0,208.0
237.0,177.0,101.33,101.89,266.0,134.0
59.0,263.0,108.69,103.32,221.0,55.0
243.0,190.0,109.85,110.45,199.0,108.0
251.0,150.0,112.17,113.49,140.0,133.0
159.0,93.0,118.3,114.93,128.0,230.0
242.0,276.0,121.84,122.8,74.0,312.0
169.0,186.0,123.78,126.66,309.0,114.0
322.0,131.0,130.9,128.58,274.0,92.0
147.0,326.0,134.43,131.06,90.0,294.0
37.0,372.0,138.35,138.33,164.0,209.0
240.0,165.0,149.12,140.47,238.0,236.0
238.0,231.0,156.04,141.46,301.0,204.0
295.0,121.0,157.95,142.37,285.0,243.0
302.0,153.0,167.15,156.02,279.0,141.0
199.0,331.0,169.66,167.26,169.0,206.0
275.0,210.0,169.81,172.53,90.0,281.0
94.0,42.0,179.66,179.7,308.0,109.0
309.0,128.0,184.26,191.05,105.0,259.0
269.0,174.0,189.48,196.78,187.0,245.0
18.0,371.0,193.14,200.24,287.0,164.0
202.0,286.0,199.41,206.19,258.0,153.0
73.0,43.0,208.28,209.28,204.0,176.0
334.0,117.0,214.72,214.17,305.0,74.0
280.0,172.0,227.64,224.37,324.0,81.0
245.0,47.0,230.04,237.13,221.0,283.0
235.0,290.0,237.0,243.81,59.0,314.0
294.0,131.0,246.95,254.12,336.0,112.0
266.0,169.0,253.2,258.84,34.0,364.0
242.0,246.0,254.3,263.74,69.0,349.0
232.0,33.0,261.88,265.72,84.0,331.0
26.0,390.0,270.94,266.38,138.0,249.0
52.0,201.0,274.35,275.86,272.0,102.0
63.0,199.0,275.51,278.87,352.0,85.0
166.0,65.0,278.66,281.23,315.0,128.0
323.0,239.0,280.93,286.18,268.0,137.0
337.0,315.0,288.52,290.4,316.0,139.0
231.0,267.0,292.54,291.59,343.0,130.0
317.0,176.0,299.71,300.18,247.0,131.0
191.0,250.0,300.91,304.75,18.0,375.0
134.0,274.0,305.35,309.15,239.0,176.0
174.0,193.0,321.72,311.56,211.0,187.0
230.0,44.0,326.89,315.92,302.0,152.0
156.0,195.0,335.97,318.23,384.0,23.0
213.0,142.0,337.95,337.19,315.0,181.0
298.0,125.0,342.36,338.27,328.0,148.0
264.0,133.0,348.05,345.38,260.0,186.0
191.0,238.0,350.17,347.56,331.0,107.0
160.0,170.0,352.27,358.8,118.0,198.0
347.0,226.0,355.02,366.51,292.0,96.0
357.0,274.0,362.5,367.79,294.0,160.0
272.0,242.0,380.37,379.05,380.0,43.0
360.0,171.0,382.56,396.16,20.0,371.0
345.0,108.0,405.35,400.98,254.0,257.0
255.0,45.0,412.97,411.94,347.0,182.0
361.0,101.0,418.76,424.13,234.0,300.0
313.0,252.0,443.14,433.87,200.0,291.0
328.0,251.0,446.83,442.47,367.0,74.0
247.0,141.0,453.58,447.68,380.0,37.0
29.0,390.0,455.8,453.2,305.0,301.0
312.0,159.0,457.47,457.52,351.0,100.0
181.0,162.0,462.07,460.43,308.0,119.0
342.0,123.0,466.2,467.75,320.0,150.0
139.0,288.0,468.96,469.85,228.0,164.0
173.0,107.0,475.41,479.83,12.0,384.0
353.0,173.0,486.78,482.93,342.0,178.0
310.0,104.0,492.92,484.82,159.0,196.0
281.0,260.0,520.39,498.45,355.0,205.0
117.0,26.0,525.6,517.78,148.0,104.0
284.0,282.0,541.5,521.14,150.0,115.0
121.0,19.0,555.07,528.02,95.0,62.0
307.0,36.0,556.05,548.66,353.0,67.0
